f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,label,source
0.15968932626554835,-0.6446166904770432,-2.2315071494944254,-2.114933273316872,-1.8778775953663904,0.9111060422535772,0.7605117246970112,1.1698723815890522,0.3211038486464155,0.821351075380993,1.0282542516411788,-0.01977649487871158,-1.905557035060491,-2.1083162406792892,2.0657660512648413,1.4745468749119504,1,normal
0.7891131929305609,-0.2588126032124352,0.3306874040219159,-1.9180097309583684,-3.24909513688908,0.42915040173394337,3.647492241081408e-05,-0.6541587393106955,3.4878666887581513,-0.9136110081186442,-0.2866819473007486,-0.32303433732994025,0.3633650540111155,-1.120114598977789,-0.41885433236181735,1.3575288974325612,0,normal
0.32549787280890435,1.1423623514376953,-1.445955218662673,-2.272864203324562,-1.0332144937303256,0.8914319888714454,-1.796383860483835,-0.01711134137894388,2.4092018805724242,0.08357848005202273,-1.3514701966710514,-0.41646256716140406,0.7337700480839198,-0.6373985136048579,-3.2958128640098825,-2.4452117682935928,1,normal
-1.7682399270894167,0.12788098223946692,1.4691462998801408,1.0979036053853684,-3.567646893607548,3.447425733125722,-1.1312365657551362,3.4159252718645554,-1.7251817442759871,4.153024871805078,-0.8304232550053544,-0.2605896286298479,-1.3659200790478796,1.6667604510277938,6.748849327760652,-0.41599131354576613,0,normal
1.2708232102003405,-0.3076440155000621,-0.6960775859171943,-7.088055270289807,-1.0123919167017301,1.557246643927817,0.19251638053158257,1.1020243131458887,4.050106559505358,1.2777042401591576,-1.2867257622520527,-1.1811419159271337,0.4496090967427908,-3.051771973216699,-2.258746458269909,-1.7431211668931037,1,normal
-0.17068038530632948,-0.1307611743333033,-1.3905296311035955,-6.588912874645933,0.2516678676543629,0.0288239569702462,-0.010313109983698578,2.4307597936712266,3.574523015575495,0.6358508085721749,-0.45799659426213446,-1.5364654006742513,-1.444067808789219,-2.10731712716971,-2.975285736961047,-2.3626907397580963,1,normal
-0.6679519252135828,0.014767477608786965,2.3171390094878603,0.8638480855305187,-2.1798737472847547,0.1320134512096196,0.4173150027967228,-4.0864545317098475,-0.040954642681734876,2.5991554401934316,0.5578995381112624,0.08795824096123073,-2.5713815963676687,0.6493706735616974,3.6569401603258807,-0.5566137647423668,0,normal
1.040710179336041,-0.1654222157500556,-3.36634059690857,-1.0198712716325529,-1.666125082368068,1.729377167888505,0.9236418367716486,-0.6310622759783193,0.04122570386728297,0.8092182050498506,-0.6343996654198035,1.1796578235718547,0.7843465103035152,-2.7858117243255274,0.4081889502642783,1.1042031817016962,1,normal
-0.8676590069599528,-0.4180463246015881,-0.6383092153607082,-1.1513937210035943,-3.1575790765415492,1.0491530486096752,-0.15205074491871082,0.539397748805014,-1.793409159665481,4.017925537137991,0.5951321951302647,-1.944976182874334,0.10429857633490935,-2.3293174239636754,3.5966511414161313,-1.3301504213139361,1,normal
-0.24901524603657152,0.7519021378074068,0.22700803481843224,1.0655287497028283,0.49646159217593344,1.0511961006620483,-1.6847673257480098,6.1521637158858775,-2.7651991411388126,-1.5529679913998715,0.009089419145708462,-0.6990219519593641,4.601319795378003,-1.1236743000476201,0.028142379726022394,-1.530882571409377,0,normal
0.3037798333478653,-0.7689759890892643,0.8552916061025919,-4.180226475150491,2.6150196112355943,-0.8706290183398091,-1.3369525052024236,1.1342785648906193,2.3355443393742434,-1.547084358307531,0.5833232408893376,0.6856030338296575,0.8126174695028603,-2.4742282739590706,-1.726785409660944,0.7926964311718459,1,normal
2.6763525041227796,-0.8316514785132993,1.6332463859439352,-2.7834933823330235,1.578779106831287,2.25223374601648,0.3025553407118359,3.1852046823371194,-0.15462746630099744,-1.5287233824446813,-0.7277060120685908,-0.41926041889287713,2.253352292628094,-0.8653249955857822,-0.7965000793820074,-1.2968973089299605,0,normal
